850690.000000,27991.000000,179814.000000,162983.000000,174012.000000,194410.000000,144091.000000,85112.000000,31366.000000,87167.000000,8035.000000,103529.000000,83239.000000,204250.000000,203590.000000,181470.000000,130439.000000,103440.000000,13521.000000,179303.000000,174636.000000,172585.000000,15077.000000,85317.000000,3437.000000,9910.000000,42107.000000,117873.000000,26638.000000,63004.000000,649809.000000,88627.000000,135792.000000,170600.000000,218171.000000,92253.000000,140269.000000,77035.000000,67720.000000,41288.000000,81287.000000,122923.000000,17049.000000,168112.000000,23052.000000,178869.000000,56605.000000,79936.000000,126031.000000,51040.000000,183894.000000,161509.000000,56330.000000,129336.000000,54998.000000,185261.000000,76795.000000,189746.000000,97717.000000,47176.000000,32069.000000,16115.000000,72480.000000,175482.000000,10470.000000,173249.000000,613621.000000,107000.000000,97647.000000,157397.000000,11843.000000,170147.000000,72439.000000,144628.000000
27991.000000,109934.000000,22296.000000,19130.000000,26180.000000,28785.000000,20300.000000,17302.000000,17483.000000,21600.000000,7745.000000,17849.000000,23153.000000,23716.000000,23117.000000,19359.000000,21777.000000,27505.000000,9935.000000,23390.000000,22694.000000,23279.000000,8445.000000,20196.000000,5743.000000,6863.000000,12514.000000,19953.000000,18912.000000,31346.000000,22063.000000,20136.000000,23395.000000,20200.000000,24848.000000,22920.000000,23912.000000,20551.000000,18377.000000,18783.000000,19530.000000,23960.000000,11809.000000,20670.000000,15756.000000,32364.000000,17256.000000,15508.000000,10669.000000,24127.000000,25177.000000,26999.000000,21100.000000,15758.000000,18848.000000,23085.000000,26577.000000,24722.000000,23011.000000,20693.000000,13652.000000,11851.000000,17723.000000,19638.000000,9130.000000,29419.000000,23916.000000,22908.000000,21464.000000,25976.000000,10421.000000,23786.000000,15723.000000,21349.000000
179814.000000,22296.000000,1944048.000000,403613.000000,304766.000000,378975.000000,142940.000000,91699.000000,41437.000000,93464.000000,10891.000000,123432.000000,80332.000000,404347.000000,409954.000000,307925.000000,151957.000000,134482.000000,12897.000000,311356.000000,1549083.000000,201682.000000,13904.000000,97085.000000,5713.000000,8356.000000,35352.000000,105634.000000,26187.000000,58133.000000,184994.000000,101060.000000,194213.000000,199047.000000,393360.000000,99748.000000,210581.000000,82433.000000,78576.000000,39457.000000,82084.000000,128452.000000,21477.000000,290697.000000,37083.000000,1479989.000000,76532.000000,95453.000000,256320.000000,59570.000000,361303.000000,219681.000000,64172.000000,130624.000000,58328.000000,1582908.000000,73747.000000,340939.000000,92044.000000,52376.000000,25937.000000,14602.000000,55668.000000,253551.000000,11869.000000,294965.000000,208833.000000,137246.000000,98335.000000,229180.000000,10547.000000,352461.000000,78057.000000,177653.000000
162983.000000,19130.000000,403613.000000,3380489.000000,419084.000000,588666.000000,147429.000000,82004.000000,48967.000000,89682.000000,9318.000000,130775.000000,86385.000000,498655.000000,606197.000000,408433.000000,131790.000000,109133.000000,14113.000000,571848.000000,390004.000000,190363.000000,14714.000000,96107.000000,4529.000000,9195.000000,51726.000000,125833.000000,31973.000000,63153.000000,198757.000000,87858.000000,201991.000000,156183.000000,641688.000000,111105.000000,271331.000000,80169.000000,73352.000000,53742.000000,76779.000000,134583.000000,19858.000000,310521.000000,28496.000000,392976.000000,80464.000000,94964.000000,404212.000000,56940.000000,529919.000000,230241.000000,64274.000000,143730.000000,69917.000000,367959.000000,56309.000000,431579.000000,86748.000000,42076.000000,22589.000000,14694.000000,49785.000000,277926.000000,12481.000000,309389.000000,190724.000000,113363.000000,118421.000000,271892.000000,12253.000000,551576.000000,63288.000000,172377.000000
174012.000000,26180.000000,304766.000000,419084.000000,2753681.000000,469231.000000,129150.000000,82362.000000,43845.000000,101674.000000,9044.000000,109445.000000,75178.000000,472157.000000,496441.000000,299460.000000,142787.000000,104370.000000,9586.000000,487617.000000,301153.000000,209079.000000,10358.000000,87370.000000,4841.000000,9594.000000,50362.000000,131143.000000,30518.000000,59120.000000,160545.000000,91102.000000,199243.000000,155637.000000,595476.000000,106475.000000,218811.000000,67692.000000,65123.000000,43155.000000,82314.000000,118096.000000,15895.000000,299063.000000,35334.000000,332888.000000,79978.000000,85304.000000,322670.000000,58670.000000,545791.000000,191978.000000,61980.000000,149980.000000,53965.000000,310009.000000,56779.000000,463464.000000,95455.000000,46150.000000,18270.000000,15474.000000,46995.000000,245024.000000,11859.000000,255199.000000,184707.000000,115210.000000,84962.000000,244307.000000,11255.000000,542440.000000,43863.000000,184097.000000
194410.000000,28785.000000,378975.000000,588666.000000,469231.000000,3095159.000000,153931.000000,92694.000000,53704.000000,80762.000000,10848.000000,147125.000000,83290.000000,573093.000000,587468.000000,356308.000000,158170.000000,116190.000000,10274.000000,672704.000000,435547.000000,198984.000000,15191.000000,146474.000000,4734.000000,9136.000000,50109.000000,109882.000000,27371.000000,64322.000000,181617.000000,89001.000000,161808.000000,183413.000000,601455.000000,129629.000000,296551.000000,88581.000000,73911.000000,50801.000000,85858.000000,116470.000000,22145.000000,368478.000000,29394.000000,444748.000000,72266.000000,101541.000000,417763.000000,56863.000000,627665.000000,234924.000000,66771.000000,154887.000000,60487.000000,374985.000000,69519.000000,492913.000000,86358.000000,52781.000000,24414.000000,15405.000000,55735.000000,291604.000000,16220.000000,308557.000000,210596.000000,111298.000000,128218.000000,332959.000000,11438.000000,631019.000000,66991.000000,169496.000000
144091.000000,20300.000000,142940.000000,147429.000000,129150.000000,153931.000000,705004.000000,80060.000000,39466.000000,64858.000000,10309.000000,90528.000000,81583.000000,142077.000000,142553.000000,124021.000000,99874.000000,91359.000000,12336.000000,152199.000000,140497.000000,135145.000000,13349.000000,56354.000000,4579.000000,9719.000000,28261.000000,106434.000000,29342.000000,54485.000000,143124.000000,77356.000000,112311.000000,127343.000000,159271.000000,105244.000000,114006.000000,73833.000000,54357.000000,30417.000000,60271.000000,119644.000000,14787.000000,148378.000000,28281.000000,136924.000000,56772.000000,68582.000000,78699.000000,44011.000000,155147.000000,142794.000000,59684.000000,98223.000000,54975.000000,137603.000000,64790.000000,143646.000000,81135.000000,39345.000000,18650.000000,9735.000000,55913.000000,110368.000000,10833.000000,133925.000000,133845.000000,108495.000000,74372.000000,144279.000000,11163.000000,146748.000000,68841.000000,103153.000000
85112.000000,17302.000000,91699.000000,82004.000000,82362.000000,92694.000000,80060.000000,448730.000000,27896.000000,103093.000000,7694.000000,58284.000000,75871.000000,75342.000000,102754.000000,100839.000000,77230.000000,77672.000000,8289.000000,86772.000000,90461.000000,81263.000000,17333.000000,65307.000000,3978.000000,5954.000000,20374.000000,75975.000000,29495.000000,78150.000000,75233.000000,57239.000000,74881.000000,83534.000000,104088.000000,64538.000000,77279.000000,42401.000000,54111.000000,38085.000000,63933.000000,66613.000000,22998.000000,82202.000000,22516.000000,99557.000000,51659.000000,63900.000000,46279.000000,40849.000000,90443.000000,88146.000000,52120.000000,87855.000000,52214.000000,85026.000000,63496.000000,100765.000000,78598.000000,32071.000000,20473.000000,13373.000000,45292.000000,80133.000000,11825.000000,91605.000000,78421.000000,65047.000000,77357.000000,86207.000000,11301.000000,75517.000000,49375.000000,73485.000000
31366.000000,17483.000000,41437.000000,48967.000000,43845.000000,53704.000000,39466.000000,27896.000000,199840.000000,37352.000000,7950.000000,47949.000000,26839.000000,36298.000000,39186.000000,35868.000000,33753.000000,27559.000000,12311.000000,41705.000000,38215.000000,33163.000000,9409.000000,30665.000000,4410.000000,8236.000000,20719.000000,35042.000000,20370.000000,32610.000000,38362.000000,26895.000000,33975.000000,32170.000000,39204.000000,35357.000000,45826.000000,28090.000000,34739.000000,31260.000000,31539.000000,32639.000000,13015.000000,39082.000000,19133.000000,36826.000000,37188.000000,46807.000000,31303.000000,31228.000000,51075.000000,39880.000000,35048.000000,39412.000000,34733.000000,41787.000000,25219.000000,42283.000000,32447.000000,25713.000000,19769.000000,11424.000000,26398.000000,30149.000000,8104.000000,46339.000000,41532.000000,45032.000000,31962.000000,35812.000000,8497.000000,47113.000000,30296.000000,34872.000000
87167.000000,21600.000000,93464.000000,89682.000000,101674.000000,80762.000000,64858.000000,103093.000000,37352.000000,392700.000000,10907.000000,64930.000000,83201.000000,82648.000000,79830.000000,83030.000000,89344.000000,75503.000000,11130.000000,82198.000000,74121.000000,70153.000000,21326.000000,46300.000000,3431.000000,5933.000000,34319.000000,76364.000000,26666.000000,86432.000000,92860.000000,72559.000000,70883.000000,67144.000000,94590.000000,54071.000000,63152.000000,53775.000000,52582.000000,37587.000000,52917.000000,71457.000000,14759.000000,85595.000000,21061.000000,77050.000000,55605.000000,49351.000000,47949.000000,40083.000000,82366.000000,69675.000000,52893.000000,88160.000000,49011.000000,87810.000000,56350.000000,76843.000000,73198.000000,41549.000000,21624.000000,10362.000000,49953.000000,71642.000000,10248.000000,92604.000000,91965.000000,70722.000000,43664.000000,63102.000000,10725.000000,88867.000000,52464.000000,81182.000000
