1147007.000000,28769.000000,30909.000000,15436.000000,34596.000000,224121.000000,78053.000000,22253.000000,39666.000000,193850.000000,62627.000000,267185.000000,59590.000000,112794.000000,49660.000000,45493.000000,196911.000000,233447.000000,282644.000000,25023.000000,143327.000000,127457.000000,57096.000000,67737.000000,240166.000000,209967.000000,130293.000000,187154.000000,158950.000000,82719.000000,30152.000000,77777.000000,104345.000000,206963.000000,250984.000000,237237.000000,60147.000000,148555.000000,103316.000000,62422.000000,87019.000000,93184.000000,148701.000000,26912.000000,64038.000000,86248.000000,139204.000000,94354.000000,87104.000000,64279.000000,138860.000000,66304.000000,84050.000000,138064.000000,115702.000000,185731.000000,65544.000000,112368.000000,39867.000000,59551.000000,56494.000000,119802.000000,33265.000000,110461.000000,114626.000000,239712.000000,173928.000000,90468.000000,20517.000000,208089.000000,170095.000000,195968.000000,59096.000000,33422.000000,353434.000000,32275.000000,64726.000000,167816.000000,19626.000000,170921.000000,38563.000000,84822.000000,235507.000000,231778.000000,72156.000000,92299.000000,251276.000000,230558.000000,151679.000000,69204.000000,141287.000000,97149.000000,218942.000000,217698.000000,48867.000000,158972.000000,39577.000000,171124.000000,106764.000000,49672.000000,11683.000000,19867.000000,62827.000000,469716.000000,84335.000000,144388.000000,44168.000000,76988.000000,57804.000000,245382.000000,263352.000000,33163.000000,23842.000000,126932.000000,24830.000000,149010.000000,7505.000000
28769.000000,136294.000000,9304.000000,16463.000000,20476.000000,25899.000000,28346.000000,10324.000000,31278.000000,24658.000000,27593.000000,37973.000000,24359.000000,25484.000000,28576.000000,28132.000000,32414.000000,31839.000000,28094.000000,16189.000000,31403.000000,33729.000000,34400.000000,22185.000000,23837.000000,29396.000000,27472.000000,29913.000000,25655.000000,26398.000000,29409.000000,24796.000000,28336.000000,21918.000000,32090.000000,33071.000000,27068.000000,26057.000000,28953.000000,28631.000000,27688.000000,33209.000000,24833.000000,22170.000000,30039.000000,22888.000000,30527.000000,32047.000000,31279.000000,24981.000000,31542.000000,33672.000000,28619.000000,35926.000000,29915.000000,38171.000000,28846.000000,25300.000000,31057.000000,26362.000000,18413.000000,29558.000000,32050.000000,32790.000000,23613.000000,30763.000000,28601.000000,31995.000000,17436.000000,29485.000000,33693.000000,36276.000000,19394.000000,19701.000000,25839.000000,24905.000000,25415.000000,27856.000000,20413.000000,33811.000000,20393.000000,29417.000000,29541.000000,29183.000000,24662.000000,20301.000000,32250.000000,30127.000000,26338.000000,29681.000000,31962.000000,26556.000000,29649.000000,26635.000000,22703.000000,29251.000000,18837.000000,26307.000000,19726.000000,19013.000000,10065.000000,15373.000000,20948.000000,14281.000000,23618.000000,28887.000000,25709.000000,31732.000000,26890.000000,33511.000000,24819.000000,11263.000000,21689.000000,28986.000000,22919.000000,21947.000000,10200.000000
30909.000000,9304.000000,127336.000000,11774.000000,19197.000000,29097.000000,20990.000000,28484.000000,36252.000000,26391.000000,27010.000000,21496.000000,16516.000000,28829.000000,24171.000000,6960.000000,22513.000000,23386.000000,32379.000000,10711.000000,21910.000000,27669.000000,13047.000000,50425.000000,26646.000000,21443.000000,21751.000000,26436.000000,23335.000000,31067.000000,19769.000000,25042.000000,23262.000000,27106.000000,33246.000000,35832.000000,26159.000000,19738.000000,26453.000000,21069.000000,27550.000000,29797.000000,25262.000000,20226.000000,11049.000000,18471.000000,28216.000000,17867.000000,30823.000000,15774.000000,22125.000000,29773.000000,29440.000000,31543.000000,38197.000000,21678.000000,29960.000000,32262.000000,21657.000000,26982.000000,21038.000000,33305.000000,16428.000000,33582.000000,22427.000000,27955.000000,25473.000000,27323.000000,13131.000000,21265.000000,28151.000000,25697.000000,44626.000000,9004.000000,40481.000000,17831.000000,24991.000000,27154.000000,12674.000000,26659.000000,22819.000000,22661.000000,23625.000000,10636.000000,24285.000000,28010.000000,25576.000000,24925.000000,20522.000000,21637.000000,33387.000000,23854.000000,27872.000000,26212.000000,21318.000000,27074.000000,33872.000000,29121.000000,48618.000000,15273.000000,7900.000000,8219.000000,23976.000000,27713.000000,31812.000000,30493.000000,21107.000000,23629.000000,15897.000000,31934.000000,25859.000000,57125.000000,8613.000000,21117.000000,16894.000000,23684.000000,9888.000000
15436.000000,16463.000000,11774.000000,85520.000000,20522.000000,15078.000000,20062.000000,15211.000000,13770.000000,21186.000000,19379.000000,18379.000000,15321.000000,17336.000000,15852.000000,21137.000000,17919.000000,16320.000000,16307.000000,17062.000000,16054.000000,19171.000000,14390.000000,19000.000000,18720.000000,20825.000000,19925.000000,17656.000000,15308.000000,15349.000000,12581.000000,15687.000000,14742.000000,16981.000000,15543.000000,23052.000000,11863.000000,19008.000000,13283.000000,17280.000000,15069.000000,19616.000000,14761.000000,19880.000000,19336.000000,14353.000000,15746.000000,18644.000000,17532.000000,12630.000000,15909.000000,14477.000000,14364.000000,19198.000000,15972.000000,14863.000000,14710.000000,16337.000000,10033.000000,15877.000000,9841.000000,13384.000000,13835.000000,18170.000000,13575.000000,19711.000000,16115.000000,19638.000000,14497.000000,15443.000000,16787.000000,15758.000000,12958.000000,10734.000000,16799.000000,15049.000000,15267.000000,17237.000000,19860.000000,20609.000000,14246.000000,17534.000000,20676.000000,13538.000000,14704.000000,12253.000000,20411.000000,20695.000000,14818.000000,14993.000000,16663.000000,13792.000000,19599.000000,18807.000000,16993.000000,15363.000000,13344.000000,16976.000000,20395.000000,11658.000000,8620.000000,12338.000000,15744.000000,10481.000000,14311.000000,22885.000000,13788.000000,16532.000000,16156.000000,18043.000000,14577.000000,16706.000000,15169.000000,22051.000000,15234.000000,12230.000000,8416.000000
34596.000000,20476.000000,19197.000000,20522.000000,202897.000000,32690.000000,34776.000000,14453.000000,21430.000000,37602.000000,31013.000000,37892.000000,34707.000000,36490.000000,39206.000000,32844.000000,40536.000000,35167.000000,50090.000000,18100.000000,40758.000000,38871.000000,32178.000000,29512.000000,36679.000000,34873.000000,39967.000000,45670.000000,38034.000000,26718.000000,32007.000000,32702.000000,29011.000000,34839.000000,37279.000000,44257.000000,34096.000000,33981.000000,31914.000000,42209.000000,30967.000000,36696.000000,33261.000000,19607.000000,35118.000000,29518.000000,34818.000000,50935.000000,35895.000000,24266.000000,35471.000000,39874.000000,45880.000000,40691.000000,34021.000000,48237.000000,45368.000000,38049.000000,35987.000000,41884.000000,22109.000000,34328.000000,33329.000000,29845.000000,33490.000000,47412.000000,42458.000000,36444.000000,16289.000000,45254.000000,36012.000000,32654.000000,21962.000000,25357.000000,37153.000000,33047.000000,30586.000000,45853.000000,23493.000000,35551.000000,30420.000000,40204.000000,44183.000000,42719.000000,37583.000000,21352.000000,39113.000000,52655.000000,43129.000000,39897.000000,42726.000000,37082.000000,36042.000000,43421.000000,27800.000000,39010.000000,30333.000000,42459.000000,33013.000000,27083.000000,11430.000000,19417.000000,30346.000000,24644.000000,22433.000000,41950.000000,24247.000000,37127.000000,41008.000000,42822.000000,30858.000000,23402.000000,29901.000000,46677.000000,33107.000000,35469.000000,14704.000000
224121.000000,25899.000000,29097.000000,15078.000000,32690.000000,2253341.000000,77448.000000,14314.000000,30919.000000,1030331.000000,65158.000000,458258.000000,65118.000000,167583.000000,58907.000000,66311.000000,412252.000000,347180.000000,455740.000000,21749.000000,425221.000000,255576.000000,72959.000000,56155.000000,200699.000000,427607.000000,174946.000000,268442.000000,251637.000000,72507.000000,44127.000000,88152.000000,116350.000000,260086.000000,443713.000000,563786.000000,64492.000000,241799.000000,99894.000000,90377.000000,169255.000000,107599.000000,193786.000000,26807.000000,78694.000000,117432.000000,173067.000000,196943.000000,105560.000000,76460.000000,274636.000000,86052.000000,111790.000000,245426.000000,152174.000000,430130.000000,70569.000000,178037.000000,55822.000000,78557.000000,31336.000000,183031.000000,42915.000000,166892.000000,261430.000000,420471.000000,362905.000000,104536.000000,23408.000000,309877.000000,224258.000000,417673.000000,32640.000000,38240.000000,468924.000000,34808.000000,58196.000000,203437.000000,28630.000000,424891.000000,46730.000000,148370.000000,428025.000000,298788.000000,109344.000000,77155.000000,468449.000000,343350.000000,322051.000000,75569.000000,185361.000000,107038.000000,370773.000000,405300.000000,37430.000000,280035.000000,44269.000000,237402.000000,140497.000000,50540.000000,11087.000000,26215.000000,85924.000000,157385.000000,106203.000000,255102.000000,38130.000000,76669.000000,123848.000000,495523.000000,277056.000000,40923.000000,32394.000000,174782.000000,38169.000000,163667.000000,12781.000000
78053.000000,28346.000000,20990.000000,20062.000000,34776.000000,77448.000000,342572.000000,17250.000000,25635.000000,58688.000000,53844.000000,74132.000000,61643.000000,58512.000000,55389.000000,52454.000000,74996.000000,61204.000000,82882.000000,21206.000000,73454.000000,70834.000000,49255.000000,43885.000000,76723.000000,73279.000000,83937.000000,79334.000000,59933.000000,30842.000000,40259.000000,56559.000000,67404.000000,65958.000000,69293.000000,74090.000000,37052.000000,69134.000000,59817.000000,68404.000000,67653.000000,59824.000000,73584.000000,25950.000000,65007.000000,63594.000000,68756.000000,63520.000000,63989.000000,47060.000000,61551.000000,71291.000000,59907.000000,77647.000000,62648.000000,77597.000000,57963.000000,61703.000000,39484.000000,53088.000000,28111.000000,69734.000000,32221.000000,53171.000000,63434.000000,72989.000000,69009.000000,63892.000000,18792.000000,78919.000000,68629.000000,74809.000000,31307.000000,31011.000000,75543.000000,29891.000000,52030.000000,71265.000000,23825.000000,78528.000000,44482.000000,84440.000000,101776.000000,75846.000000,68180.000000,28768.000000,78505.000000,88451.000000,59528.000000,70174.000000,75926.000000,66117.000000,77321.000000,84659.000000,32569.000000,88425.000000,46351.000000,85203.000000,42010.000000,55103.000000,13756.000000,21067.000000,51196.000000,51725.000000,56615.000000,76388.000000,46466.000000,60194.000000,59198.000000,74930.000000,69351.000000,26827.000000,39771.000000,87337.000000,32722.000000,67641.000000,12219.000000
22253.000000,10324.000000,28484.000000,15211.000000,14453.000000,14314.000000,17250.000000,74386.000000,32857.000000,12432.000000,16189.000000,15806.000000,12648.000000,17656.000000,14056.000000,9385.000000,16544.000000,14701.000000,19616.000000,16945.000000,14624.000000,14152.000000,10825.000000,36358.000000,26965.000000,12718.000000,15675.000000,17240.000000,18873.000000,18723.000000,17047.000000,19183.000000,18453.000000,12694.000000,16649.000000,20834.000000,19258.000000,13220.000000,8322.000000,15229.000000,16842.000000,21861.000000,13634.000000,12964.000000,12357.000000,11162.000000,20298.000000,13601.000000,21838.000000,10342.000000,13534.000000,15654.000000,12698.000000,19507.000000,20357.000000,13019.000000,13715.000000,16968.000000,12230.000000,24448.000000,14235.000000,14256.000000,15312.000000,19982.000000,9485.000000,15833.000000,14332.000000,15323.000000,10562.000000,10419.000000,17509.000000,17785.000000,40914.000000,11205.000000,18718.000000,13178.000000,12205.000000,20570.000000,14045.000000,16624.000000,16446.000000,13068.000000,17598.000000,12094.000000,14607.000000,20824.000000,12835.000000,19051.000000,13455.000000,17484.000000,12738.000000,14852.000000,17137.000000,14173.000000,15210.000000,13552.000000,26946.000000,21042.000000,33769.000000,7314.000000,10237.000000,5208.000000,13682.000000,15307.000000,16867.000000,12544.000000,18123.000000,15897.000000,10828.000000,20687.000000,15238.000000,52263.000000,6329.000000,15535.000000,11769.000000,15186.000000,7852.000000
39666.000000,31278.000000,36252.000000,13770.000000,21430.000000,30919.000000,25635.000000,32857.000000,134156.000000,39297.000000,22006.000000,33957.000000,24330.000000,27265.000000,29377.000000,24601.000000,27007.000000,28796.000000,28188.000000,25788.000000,29193.000000,30759.000000,18269.000000,55045.000000,33563.000000,25668.000000,26010.000000,33165.000000,27757.000000,38367.000000,29545.000000,32265.000000,28711.000000,23344.000000,29412.000000,38474.000000,24248.000000,25058.000000,26488.000000,25468.000000,35408.000000,35170.000000,30566.000000,26321.000000,33970.000000,17365.000000,30366.000000,31634.000000,36599.000000,18931.000000,30595.000000,28263.000000,31948.000000,30882.000000,35826.000000,27264.000000,27736.000000,29392.000000,26668.000000,36403.000000,19085.000000,27870.000000,19647.000000,39149.000000,19416.000000,36846.000000,30113.000000,31977.000000,22526.000000,34509.000000,33152.000000,34938.000000,106292.000000,21390.000000,49086.000000,22138.000000,18407.000000,33058.000000,19808.000000,31537.000000,24143.000000,32648.000000,29309.000000,26126.000000,21321.000000,38989.000000,28249.000000,28573.000000,29106.000000,27189.000000,28801.000000,26390.000000,31991.000000,30296.000000,27805.000000,37118.000000,28506.000000,36260.000000,62853.000000,10922.000000,8421.000000,19328.000000,25219.000000,38084.000000,31469.000000,33440.000000,23379.000000,26077.000000,27607.000000,33729.000000,27815.000000,45093.000000,22422.000000,26161.000000,24824.000000,24732.000000,10399.000000
193850.000000,24658.000000,26391.000000,21186.000000,37602.000000,1030331.000000,58688.000000,12432.000000,39297.000000,1727642.000000,58100.000000,359378.000000,50410.000000,133859.000000,54057.000000,61355.000000,339524.000000,270646.000000,360311.000000,22872.000000,297573.000000,231218.000000,62828.000000,55988.000000,139219.000000,329225.000000,155836.000000,243639.000000,229370.000000,65759.000000,41354.000000,63744.000000,114211.000000,212689.000000,291769.000000,411583.000000,65517.000000,199269.000000,90659.000000,82024.000000,145986.000000,109510.000000,176225.000000,23786.000000,79256.000000,114221.000000,192033.000000,198322.000000,97596.000000,71756.000000,247644.000000,81539.000000,108479.000000,210773.000000,125679.000000,326068.000000,89567.000000,193619.000000,48463.000000,80939.000000,28587.000000,176248.000000,39047.000000,154915.000000,208318.000000,313676.000000,279585.000000,95952.000000,18499.000000,233032.000000,187140.000000,304570.000000,30800.000000,29399.000000,334214.000000,28062.000000,56493.000000,199362.000000,23615.000000,326757.000000,41678.000000,121300.000000,302028.000000,246848.000000,115488.000000,85005.000000,304412.000000,284643.000000,305536.000000,89923.000000,202742.000000,125432.000000,227598.000000,307684.000000,35238.000000,191402.000000,51698.000000,194503.000000,132807.000000,46634.000000,13677.000000,19578.000000,78430.000000,130169.000000,101378.000000,244835.000000,45480.000000,86388.000000,100196.000000,334871.000000,190631.000000,30953.000000,32557.000000,142779.000000,36606.000000,144359.000000,12267.000000
