1043481.000000,221937.000000,7090.000000,178960.000000,200482.000000,30232.000000,126495.000000,199530.000000,42384.000000,222141.000000,193849.000000,5640.000000,11740.000000,196964.000000,161689.000000,64888.000000,184895.000000,202635.000000,24243.000000,123262.000000,205178.000000,107944.000000,16377.000000,8242.000000,210174.000000,100842.000000,115577.000000,232309.000000,64811.000000,178993.000000,223305.000000,64824.000000,44564.000000,110522.000000,40922.000000,20815.000000,135791.000000,101920.000000,63656.000000,112187.000000,182748.000000,82587.000000,7696.000000,130116.000000,37017.000000,186835.000000,34067.000000,118446.000000,159097.000000,70599.000000,219723.000000,214928.000000,140995.000000,59632.000000,219872.000000,87266.000000,84422.000000,9925.000000,22934.000000,41979.000000,43585.000000,149376.000000,226746.000000,4662.000000,8114.000000,52815.000000,66220.000000
221937.000000,1634197.000000,5144.000000,256170.000000,344829.000000,29475.000000,105249.000000,298873.000000,24555.000000,239929.000000,200739.000000,5513.000000,7911.000000,294153.000000,162503.000000,73521.000000,292737.000000,279860.000000,23742.000000,113225.000000,274290.000000,110676.000000,20231.000000,10215.000000,303252.000000,98971.000000,111327.000000,266841.000000,47226.000000,156138.000000,299612.000000,58745.000000,42601.000000,100854.000000,45611.000000,22128.000000,126292.000000,97051.000000,59659.000000,120512.000000,213893.000000,119957.000000,3960.000000,127708.000000,38336.000000,207161.000000,35533.000000,92209.000000,184792.000000,77573.000000,283662.000000,309777.000000,105840.000000,55728.000000,315436.000000,51664.000000,72577.000000,10091.000000,13183.000000,34043.000000,28168.000000,131732.000000,294682.000000,4543.000000,7212.000000,45682.000000,58490.000000
7090.000000,5144.000000,35004.000000,8938.000000,6647.000000,7402.000000,7823.000000,7703.000000,8622.000000,7613.000000,9919.000000,3923.000000,13855.000000,8686.000000,12958.000000,10320.000000,7462.000000,7591.000000,7897.000000,7330.000000,8462.000000,5584.000000,7967.000000,6177.000000,6657.000000,7028.000000,10209.000000,7341.000000,7635.000000,8991.000000,11237.000000,6249.000000,9708.000000,6456.000000,4654.000000,5573.000000,6982.000000,7536.000000,6866.000000,8556.000000,6889.000000,7005.000000,4735.000000,8985.000000,9856.000000,9669.000000,9515.000000,9254.000000,7393.000000,5114.000000,10133.000000,9119.000000,8434.000000,7637.000000,11737.000000,7802.000000,9929.000000,6756.000000,6549.000000,10787.000000,7169.000000,8193.000000,7076.000000,3968.000000,4567.000000,7260.000000,8188.000000
178960.000000,256170.000000,8938.000000,1427173.000000,322962.000000,23413.000000,130407.000000,262946.000000,39820.000000,264540.000000,198265.000000,4545.000000,8785.000000,238992.000000,170102.000000,79752.000000,287215.000000,280151.000000,27825.000000,111103.000000,250667.000000,133804.000000,21018.000000,7462.000000,270658.000000,111136.000000,107446.000000,257357.000000,59257.000000,160563.000000,313625.000000,65719.000000,35100.000000,124999.000000,48894.000000,19242.000000,182184.000000,109663.000000,69375.000000,151947.000000,274209.000000,112202.000000,5511.000000,173343.000000,26043.000000,201037.000000,27873.000000,103905.000000,156580.000000,88282.000000,295018.000000,320720.000000,138402.000000,63980.000000,333658.000000,62489.000000,82673.000000,12637.000000,18389.000000,34153.000000,31106.000000,132850.000000,300449.000000,4709.000000,7681.000000,41078.000000,67370.000000
200482.000000,344829.000000,6647.000000,322962.000000,17861136.000000,29205.000000,154440.000000,777054.000000,22148.000000,1014143.000000,295138.000000,5809.000000,10630.000000,561720.000000,204143.000000,75537.000000,780303.000000,874623.000000,37091.000000,149633.000000,424429.000000,119346.000000,23736.000000,9717.000000,1422174.000000,129007.000000,122070.000000,420599.000000,65457.000000,226441.000000,2208785.000000,62228.000000,51472.000000,118672.000000,40209.000000,13160.000000,185703.000000,111902.000000,59589.000000,190186.000000,302782.000000,146810.000000,7025.000000,203938.000000,32306.000000,211718.000000,30923.000000,123488.000000,198133.000000,91771.000000,1447430.000000,1508176.000000,168211.000000,102345.000000,3736034.000000,55736.000000,107532.000000,15493.000000,16723.000000,40040.000000,31427.000000,163744.000000,1380805.000000,5764.000000,9461.000000,50567.000000,78062.000000
30232.000000,29475.000000,7402.000000,23413.000000,29205.000000,129798.000000,21251.000000,27629.000000,15351.000000,28849.000000,31602.000000,5304.000000,7001.000000,23869.000000,25847.000000,16592.000000,26897.000000,28866.000000,16674.000000,28652.000000,26748.000000,18076.000000,11788.000000,4090.000000,21894.000000,22395.000000,20818.000000,31472.000000,21057.000000,23246.000000,27164.000000,20526.000000,26581.000000,24851.000000,17734.000000,11894.000000,27738.000000,14830.000000,22353.000000,22687.000000,26011.000000,26358.000000,4069.000000,27831.000000,15906.000000,28411.000000,16577.000000,24772.000000,23518.000000,20713.000000,28929.000000,23787.000000,25550.000000,18703.000000,30638.000000,17584.000000,26027.000000,11539.000000,13863.000000,21853.000000,25326.000000,24053.000000,33678.000000,3437.000000,5704.000000,29049.000000,25887.000000
126495.000000,105249.000000,7823.000000,130407.000000,154440.000000,21251.000000,619045.000000,159516.000000,32116.000000,133105.000000,119780.000000,6098.000000,8516.000000,125873.000000,104576.000000,60711.000000,114181.000000,121230.000000,23446.000000,107913.000000,144964.000000,94726.000000,18309.000000,7261.000000,143837.000000,88179.000000,120985.000000,119595.000000,43168.000000,125916.000000,140645.000000,49350.000000,46439.000000,90782.000000,36003.000000,11653.000000,87988.000000,81521.000000,51924.000000,82626.000000,137139.000000,101726.000000,9730.000000,103762.000000,24844.000000,115990.000000,26970.000000,88730.000000,121032.000000,77193.000000,138728.000000,151981.000000,109608.000000,50003.000000,148368.000000,58013.000000,83360.000000,10356.000000,16293.000000,39530.000000,34247.000000,110075.000000,149742.000000,5345.000000,9351.000000,46734.000000,60424.000000
199530.000000,298873.000000,7703.000000,262946.000000,777054.000000,27629.000000,159516.000000,4171894.000000,29435.000000,629985.000000,256261.000000,5365.000000,11676.000000,443247.000000,205688.000000,95094.000000,520155.000000,713805.000000,26782.000000,157335.000000,437453.000000,131693.000000,18540.000000,6402.000000,751586.000000,149677.000000,111615.000000,388727.000000,49428.000000,215120.000000,795464.000000,58233.000000,50706.000000,103997.000000,48229.000000,18371.000000,202305.000000,111314.000000,65103.000000,166708.000000,295398.000000,141562.000000,8920.000000,190888.000000,23440.000000,222608.000000,22726.000000,125737.000000,179147.000000,92398.000000,826136.000000,790586.000000,155862.000000,62112.000000,763057.000000,42740.000000,122553.000000,14184.000000,17298.000000,33030.000000,39742.000000,150285.000000,726456.000000,6513.000000,7694.000000,62067.000000,81530.000000
42384.000000,24555.000000,8622.000000,39820.000000,22148.000000,15351.000000,32116.000000,29435.000000,153805.000000,36564.000000,32104.000000,3565.000000,8040.000000,38448.000000,34667.000000,20838.000000,25727.000000,21069.000000,19385.000000,19394.000000,28575.000000,22882.000000,18675.000000,8417.000000,28011.000000,25454.000000,27739.000000,25342.000000,22339.000000,34844.000000,36217.000000,24994.000000,26546.000000,28622.000000,22830.000000,5612.000000,18441.000000,29133.000000,24732.000000,27986.000000,35877.000000,21825.000000,4875.000000,19102.000000,5527.000000,26052.000000,13767.000000,30316.000000,25979.000000,23302.000000,25481.000000,37952.000000,34434.000000,25000.000000,31632.000000,29032.000000,28692.000000,10226.000000,14109.000000,17378.000000,27251.000000,22054.000000,27093.000000,4898.000000,6271.000000,25229.000000,24339.000000
222141.000000,239929.000000,7613.000000,264540.000000,1014143.000000,28849.000000,133105.000000,629985.000000,36564.000000,4448461.000000,300043.000000,4908.000000,8369.000000,475927.000000,223360.000000,87808.000000,544669.000000,768314.000000,25904.000000,143827.000000,363138.000000,125917.000000,20513.000000,8768.000000,759459.000000,123373.000000,115542.000000,378723.000000,56259.000000,213152.000000,815411.000000,58285.000000,50008.000000,120720.000000,42131.000000,17398.000000,163455.000000,131108.000000,57042.000000,192633.000000,270972.000000,128859.000000,5907.000000,210540.000000,37482.000000,268541.000000,37694.000000,121504.000000,228308.000000,104522.000000,838127.000000,832362.000000,158421.000000,65336.000000,843276.000000,58871.000000,121584.000000,13701.000000,17874.000000,34618.000000,44194.000000,170223.000000,892121.000000,6121.000000,9319.000000,57127.000000,70902.000000
