P29341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,31,40,29,33,18,28,28,17,25,11,16,16,19,21,10,12,12,23,14,12,19,13,10,9,17,20,9,8,10,14,10,11,6,5,1,0,3,0,0,1,2,0,0,0,1,0,0,0.4724037,-0.4220192,-0.16855568,0.22513825,0.4965767,-0.12816295,0.0056900494,0.17915516,0.047357414,-0.36239457,0.13762996,0.14403476,0.21156877,-0.108661585,0.24512291,0.36719915,0.36242655,-0.28557533,-0.08803299,0.27175778,-0.06617922,0.17953567,0.38500556,-0.32967958,0.08849435,0.28118363,-0.0800434,0.04347116,0.2552359,0.14876315,0.0006084498,0.5454709,-0.232367,-0.025208957,0.0014523108,0.042219356,0.24000205,0.278831,0.24164712,0.35902184,-0.113998875,0.097431645,-0.22947647,-0.21884632,-0.2083649,-0.27237448,-0.33504027,-0.17887409,-0.41740897,0.19309542,-0.084857985,-0.28456476,0.29993054,0.5292783,0.19655177,-0.08041401,0.66264826,0.104636714,-0.332699,-0.017236957,-0.10572153,-0.33380896,0.2577997,0.24682781
Q8K4Z5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,29,44,25,47,34,11,25,27,24,23,23,24,23,27,18,15,16,9,17,11,14,15,31,17,16,21,16,10,12,16,17,11,13,17,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0.07172056,-0.48047596,0.13506387,0.08037081,0.18495001,-0.39559445,0.18244374,-0.05048368,-0.06746567,-0.049316127,-0.030734217,-0.22636914,0.18476342,-0.21755287,0.1329296,0.38660794,0.089090616,-0.21150695,0.13116622,0.15368704,-0.12547487,0.48344535,0.09767517,-0.4148804,0.046383765,0.27579397,-0.10438531,-0.013499953,0.28802148,-0.16386352,0.15262038,0.31674683,-0.0937115,-0.44090188,0.23628269,-0.08623369,0.22137307,0.06260451,0.57027566,0.20132764,0.0097609,0.20372982,-0.06356777,-0.38308048,-0.101651706,0.034346256,0.106859855,-0.40548772,-0.18701681,0.36090213,-0.23312806,0.37880433,0.1503111,0.12992266,0.3437734,-0.08931205,0.42785653,0.16867884,-0.08085026,0.33396927,-0.12107869,-0.3137049,0.21314193,0.15992865
P62315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,6,1,4,2,2,4,0,3,3,4,7,3,12,3,3,3,12,1,3,3,0,4,0,3,4,3,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15828016,-0.22467591,0.32343805,0.10334325,0.38412467,-0.3683208,-0.022982048,0.31834966,-0.12647185,-0.4438223,0.053329367,-0.3007085,0.113846645,-0.17372939,0.15536037,0.35401735,-0.06080925,-0.21811509,-0.22227202,0.13185105,0.08602945,0.39144024,0.28024206,-0.19100177,0.09863765,0.2699876,-0.029130338,-0.06959188,0.27614215,-0.32122758,0.22007142,0.27634573,-0.37928596,-0.1300475,0.28182772,-0.20786451,-0.037264828,0.13852616,0.64257014,0.092911035,0.09574747,0.10470052,-0.08536135,-0.2077676,-0.10992458,-0.24145928,0.07628418,-0.3992999,0.04982334,0.038115952,-0.2306109,0.26838508,-0.04484845,0.35476622,0.077164784,0.21679367,0.48480433,0.043231715,-0.2032888,0.22555315,-0.29524678,-0.28434238,0.23234926,0.047070272
Q61164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,22,27,21,13,20,24,17,24,22,21,19,16,16,18,31,30,26,7,22,21,11,22,17,20,16,19,30,12,8,13,10,16,11,14,3,5,4,7,3,3,2,7,4,6,8,2,0,0.2572864,-0.5192643,0.49190256,-0.11560727,0.060119674,0.13726471,0.34301203,0.11476829,0.08670112,0.14126709,-0.23437235,0.23037842,-0.21737094,-0.009113952,0.24701273,0.4537988,0.111985564,0.2222039,-0.25260952,0.2036209,0.20476873,0.35582942,-0.16375628,-0.16878429,-0.12874617,0.2952946,-0.2419203,0.05421947,0.71758753,-0.30881724,0.13103305,0.17163743,-0.27412644,-0.06745591,0.071784616,0.019704664,0.6206785,0.22996096,0.43966654,-0.07605936,-0.049702957,0.023636326,-0.03003449,0.043715425,-0.10736561,0.02057501,-0.5027425,-0.25461632,-0.13566321,0.038058903,-0.20472935,-0.1388896,0.03933091,0.17447346,-0.0030073756,0.21977903,0.2537597,-0.30884737,-0.41532806,-0.42062965,-0.015105156,-0.3387515,0.27873507,0.04624515
P97499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,131,122,110,123,127,73,102,99,106,108,64,77,73,75,41,44,62,53,38,47,42,88,33,37,46,77,46,30,48,26,31,36,30,36,37,20,16,17,10,11,7,4,10,7,5,5,2,5,0.23386903,-0.4264837,-0.04634682,0.0037934692,0.32687974,0.068082735,0.4205973,0.0023418064,-0.13642475,0.0712629,-0.26477328,-0.025602704,-0.54760975,-0.054906245,0.6774539,0.26433238,0.25162107,-0.05707551,-0.06799185,-0.124322236,0.35239357,0.10798758,-0.13091442,-0.3334611,0.37487197,0.554126,-0.20726427,-0.223482,0.48296508,0.1131194,-0.11086986,0.3267206,-0.098683,-0.19083534,0.2523012,-0.38124362,0.17874292,0.39702037,0.15945062,0.15882997,-0.57127196,0.19783373,0.22557457,-0.24197744,-0.29867262,-0.07939037,-0.0013494887,-0.33370733,-0.344158,0.19315723,0.0764758,0.01398956,0.09555557,0.26194152,0.44852883,0.6013413,0.806354,-0.17526312,-0.16764104,0.0885789,-0.13840877,-0.44816294,0.16603836,0.43903112
Q9CQI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,11,11,13,10,7,5,5,11,5,7,3,8,8,7,3,3,6,3,5,6,6,2,4,4,12,6,8,4,6,4,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12340185,-0.3098986,0.01535373,0.06919492,0.06970036,-0.37568024,0.12858789,0.08056069,-0.059896484,-0.31446937,0.026068429,-0.23965347,0.28376845,-0.036134608,0.044989087,0.3790902,0.111821175,-0.1142665,-0.14384781,0.031573422,0.09193647,0.42127806,0.2049975,-0.35603547,0.0697442,0.43182743,-0.14354748,-0.021281684,0.31415528,-0.43117478,0.13164856,0.21194524,-0.08504157,-0.33195105,0.11723826,-0.036794562,0.30610377,0.05632482,0.54461735,0.21495348,-0.0446036,0.03787196,0.10593214,-0.341305,0.00064708653,0.016524792,0.10521637,-0.39942172,-0.09456057,0.2357729,-0.27145073,0.16034438,0.140064,0.13135426,0.2181446,-0.08102102,0.45598894,0.10471845,-0.17585014,0.4219517,-0.22511639,-0.02524241,0.20956916,0.31613693
Q8CCF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,24,22,16,21,21,25,18,13,11,21,19,7,12,17,16,12,17,10,6,12,13,19,12,7,11,7,12,6,5,9,8,8,8,2,0,0,2,1,0,0,1,0,1,2,1,0,0,0.26953188,-0.09427251,0.28469396,0.10655313,0.18000789,-0.5478779,0.10314451,0.2762035,-0.08867863,-0.32455564,-0.15902823,-0.1835066,0.22456902,0.036945634,0.024949787,0.35744235,0.14738919,-0.20113865,-0.08540285,0.100524954,-0.23888126,0.33690968,0.26435754,-0.3451993,0.05584817,0.49938706,-0.28292438,-0.17248623,0.14941509,-0.58453417,0.32253557,0.19457883,-0.6279467,-0.11520399,0.3152002,-0.09858066,0.105146706,0.087592885,0.5660114,0.22446539,-0.11482399,0.021171441,0.20201057,0.030930994,-0.13249676,-0.20757632,0.346877,-0.29813623,-0.13289055,0.20837773,-0.06709791,0.121181875,0.14638102,0.06134547,0.31781575,0.14670858,0.2622381,0.12809782,-0.383462,0.29894957,-0.14560017,-0.2921656,0.54210377,-0.013493703
Q9Z148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,49,38,69,45,48,37,46,39,37,33,35,37,26,28,38,41,40,25,46,15,22,40,45,31,28,31,12,22,14,14,18,18,10,13,11,10,14,7,6,9,7,4,7,7,3,6,4,1,0.20288722,-0.4580158,-0.05363896,0.22239274,0.06863037,0.05280725,0.07319442,0.16223663,-0.07003595,0.36484623,-0.07911405,0.43554366,-0.47957587,0.31821302,0.34765047,0.62597513,0.043634117,0.061664224,-0.11289177,0.05726774,0.4713345,0.3881058,0.35446382,-0.3031485,-0.038675867,0.30226815,-0.14143087,0.022546934,0.5919019,0.114659786,0.007736546,0.006943717,-0.25342384,-0.031245165,-0.028939744,0.18385856,0.82373846,-0.13177513,0.4149797,-0.07679069,-0.117918335,-0.0010119542,-0.094146796,0.3149552,0.15749086,-0.2663823,-0.41933334,-0.12205096,0.04804642,0.2429538,-0.18844444,-0.2524636,-0.06780156,-0.084200904,0.052927654,0.09958226,0.055869527,-0.08508539,-0.46051782,-0.3626973,-0.08666223,0.034121517,0.3658387,0.032728706
Q9D883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,15,5,9,1,7,5,6,8,6,2,6,6,5,10,6,8,5,5,10,3,6,5,7,5,5,9,3,11,11,3,5,1,3,0,1,3,3,1,0,2,1,1,2,1,1,1,0.252968,-0.28863406,0.11266903,0.0947931,0.18342301,-0.30960885,0.14351042,0.07529315,0.010568126,-0.0358508,0.037351467,-0.2525292,0.03579911,-0.25927818,0.10683922,0.28764832,0.11776864,-0.32531208,0.11841208,0.05170385,-0.03497714,0.36924258,0.21863244,-0.41799885,-0.1283022,0.20305617,-0.11510913,0.031154031,0.43858615,-0.08190804,0.21602546,0.26064268,0.037141092,-0.36370605,0.1239447,0.08885121,0.08962756,0.18553504,0.5083353,0.13226387,-0.21191233,0.053779177,0.055722907,-0.22607696,0.124008045,-0.02691554,0.090672515,-0.47182223,-0.21013777,0.41811717,-0.10222966,0.1638592,0.15592329,0.14522097,0.29828352,0.04767223,0.28329584,0.11863932,0.06836931,0.007928618,-0.27490976,-0.32607883,0.19327253,0.09383577
O88974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,56,50,53,51,63,55,52,30,28,41,35,27,35,26,33,35,35,25,25,39,26,37,35,36,24,26,27,15,21,15,22,15,14,13,7,6,9,6,4,7,6,2,5,4,5,5,2,0.20805156,-0.58643675,0.29169372,-0.13744308,-0.4124076,-0.056770638,0.24564944,-4.8853857e-05,0.047514822,0.62964004,0.2961966,0.19809137,-0.39421934,0.40616804,0.10276111,0.3724724,-0.12517132,-0.00045896647,-0.045129158,0.14918303,0.11388069,0.55239975,0.077549644,-0.38010272,-0.08625076,-0.033497397,-0.13017897,0.15490772,0.30239365,-0.30956244,0.07853975,-0.10695571,-0.07152621,-0.10073986,0.056691032,0.1109387,0.6430245,0.06482242,0.27248994,0.06317495,-0.14370273,-0.04992436,0.42976952,-0.16449909,-0.27262148,-0.016459998,-0.17868833,-0.16247937,0.015738139,-0.63536865,-0.010334725,-0.42786175,0.020372655,-0.065779634,0.07005045,-0.14295328,0.30017266,-0.13405421,-0.47771826,-0.51028514,0.018788235,-0.26883286,0.51920116,0.4256999
