1933593.000000,387650.000000,116106.000000,70322.000000,86214.000000,184067.000000,329816.000000,95393.000000,225527.000000,250672.000000,89839.000000,1576824.000000,181975.000000,201660.000000,66648.000000,137580.000000,39647.000000,83804.000000,92491.000000,1623477.000000,337486.000000,1585472.000000,195791.000000,320270.000000,70123.000000,214382.000000,193915.000000
387650.000000,2623199.000000,146566.000000,51122.000000,62495.000000,201468.000000,435214.000000,116012.000000,285278.000000,263845.000000,99056.000000,480355.000000,181451.000000,194091.000000,77140.000000,119429.000000,32791.000000,86225.000000,121946.000000,481100.000000,445827.000000,416732.000000,226986.000000,424384.000000,66440.000000,243144.000000,199157.000000
116106.000000,146566.000000,965628.000000,59697.000000,365368.000000,69095.000000,86194.000000,105955.000000,176593.000000,91623.000000,66274.000000,148304.000000,71283.000000,375416.000000,58897.000000,49372.000000,55288.000000,71546.000000,48409.000000,156754.000000,226163.000000,147890.000000,84243.000000,214440.000000,46497.000000,129097.000000,85539.000000
70322.000000,51122.000000,59697.000000,271742.000000,46580.000000,61180.000000,52539.000000,61000.000000,48147.000000,62345.000000,86026.000000,63256.000000,59258.000000,50804.000000,40225.000000,56088.000000,31321.000000,75992.000000,51706.000000,59993.000000,68045.000000,58122.000000,65401.000000,55317.000000,51010.000000,60425.000000,63729.000000
86214.000000,62495.000000,365368.000000,46580.000000,748205.000000,83742.000000,73594.000000,105048.000000,161720.000000,104905.000000,49785.000000,89164.000000,61581.000000,468105.000000,85504.000000,35089.000000,46386.000000,70821.000000,30285.000000,105306.000000,209526.000000,95651.000000,95773.000000,205620.000000,30426.000000,65996.000000,96298.000000
184067.000000,201468.000000,69095.000000,61180.000000,83742.000000,850690.000000,166463.000000,102265.000000,157397.000000,168461.000000,87167.000000,178869.000000,148314.000000,121143.000000,82369.000000,103529.000000,27121.000000,85112.000000,81287.000000,174636.000000,183894.000000,179814.000000,613621.000000,160877.000000,76795.000000,161509.000000,649809.000000
329816.000000,435214.000000,86194.000000,52539.000000,73594.000000,166463.000000,3179726.000000,104830.000000,269250.000000,264615.000000,72489.000000,363005.000000,140183.000000,205328.000000,63762.000000,116620.000000,34661.000000,78542.000000,98617.000000,345853.000000,652469.000000,370804.000000,179168.000000,590982.000000,67413.000000,231127.000000,178645.000000
95393.000000,116012.000000,105955.000000,61000.000000,105048.000000,102265.000000,104830.000000,534612.000000,110502.000000,93661.000000,85807.000000,94891.000000,112410.000000,148321.000000,89377.000000,69835.000000,40077.000000,90270.000000,56390.000000,107744.000000,127960.000000,96652.000000,95246.000000,122407.000000,59656.000000,78341.000000,104402.000000
225527.000000,285278.000000,176593.000000,48147.000000,161720.000000,157397.000000,269250.000000,110502.000000,1529234.000000,246667.000000,69895.000000,240871.000000,157526.000000,246304.000000,68004.000000,85380.000000,29557.000000,87394.000000,50062.000000,229045.000000,400922.000000,239348.000000,170318.000000,393269.000000,48201.000000,188562.000000,163499.000000
250672.000000,263845.000000,91623.000000,62345.000000,104905.000000,168461.000000,264615.000000,93661.000000,246667.000000,1419142.000000,69540.000000,246221.000000,155357.000000,173472.000000,67479.000000,111406.000000,39269.000000,84118.000000,90037.000000,270309.000000,296146.000000,268925.000000,188350.000000,238742.000000,67204.000000,205700.000000,168841.000000
89839.000000,99056.000000,66274.000000,86026.000000,49785.000000,87167.000000,72489.000000,85807.000000,69895.000000,69540.000000,392700.000000,77050.000000,66167.000000,59353.000000,57273.000000,64930.000000,41196.000000,101770.000000,52917.000000,74121.000000,82366.000000,102168.000000,91965.000000,88867.000000,56350.000000,69675.000000,92860.000000
1576824.000000,480355.000000,148304.000000,63256.000000,89164.000000,178869.000000,363005.000000,94891.000000,240871.000000,246221.000000,77050.000000,1944614.000000,145572.000000,212831.000000,61677.000000,131124.000000,29739.000000,87020.000000,77744.000000,1508936.000000,391076.000000,1470601.000000,188600.000000,346915.000000,67613.000000,221394.000000,183367.000000
181975.000000,181451.000000,71283.000000,59258.000000,61581.000000,148314.000000,140183.000000,112410.000000,157526.000000,155357.000000,66167.000000,145572.000000,776959.000000,112944.000000,57403.000000,86206.000000,40410.000000,89923.000000,67107.000000,156351.000000,177934.000000,157557.000000,148606.000000,155696.000000,55768.000000,154185.000000,149390.000000
201660.000000,194091.000000,375416.000000,50804.000000,468105.000000,121143.000000,205328.000000,148321.000000,246304.000000,173472.000000,59353.000000,212831.000000,112944.000000,1147007.000000,76765.000000,92410.000000,59096.000000,76348.000000,47407.000000,181427.000000,270876.000000,179973.000000,137136.000000,289251.000000,60147.000000,128911.000000,123626.000000
66648.000000,77140.000000,58897.000000,40225.000000,85504.000000,82369.000000,63762.000000,89377.000000,68004.000000,67479.000000,57273.000000,61677.000000,57403.000000,76765.000000,460202.000000,57534.000000,50044.000000,35319.000000,50169.000000,71988.000000,93239.000000,67848.000000,78270.000000,103311.000000,45258.000000,77113.000000,73782.000000
137580.000000,119429.000000,49372.000000,56088.000000,35089.000000,103529.000000,116620.000000,69835.000000,85380.000000,111406.000000,64930.000000,131124.000000,86206.000000,92410.000000,57534.000000,579946.000000,23532.000000,66988.000000,76004.000000,149514.000000,108966.000000,120073.000000,104411.000000,88906.000000,41102.000000,81047.000000,108585.000000
39647.000000,32791.000000,55288.000000,31321.000000,46386.000000,27121.000000,34661.000000,40077.000000,29557.000000,39269.000000,41196.000000,29739.000000,40410.000000,59096.000000,50044.000000,23532.000000,167482.000000,36195.000000,30213.000000,33722.000000,34906.000000,38358.000000,27153.000000,36534.000000,27482.000000,37376.000000,36898.000000
83804.000000,86225.000000,71546.000000,75992.000000,70821.000000,85112.000000,78542.000000,90270.000000,87394.000000,84118.000000,101770.000000,87020.000000,89923.000000,76348.000000,35319.000000,66988.000000,36195.000000,448730.000000,63933.000000,90461.000000,90443.000000,98484.000000,78421.000000,75517.000000,63496.000000,88146.000000,75233.000000
92491.000000,121946.000000,48409.000000,51706.000000,30285.000000,81287.000000,98617.000000,56390.000000,50062.000000,90037.000000,52917.000000,77744.000000,67107.000000,47407.000000,50169.000000,76004.000000,30213.000000,63933.000000,438576.000000,92951.000000,71324.000000,82946.000000,77587.000000,72758.000000,49305.000000,78333.000000,80043.000000
1623477.000000,481100.000000,156754.000000,59993.000000,105306.000000,174636.000000,345853.000000,107744.000000,229045.000000,270309.000000,74121.000000,1508936.000000,156351.000000,181427.000000,71988.000000,149514.000000,33722.000000,90461.000000,92951.000000,1950705.000000,374933.000000,1553121.000000,200018.000000,337526.000000,73123.000000,220481.000000,188053.000000
337486.000000,445827.000000,226163.000000,68045.000000,209526.000000,183894.000000,652469.000000,127960.000000,400922.000000,296146.000000,82366.000000,391076.000000,177934.000000,270876.000000,93239.000000,108966.000000,34906.000000,90443.000000,71324.000000,374933.000000,10148842.000000,360782.000000,174443.000000,3475018.000000,68258.000000,195454.000000,193667.000000
1585472.000000,416732.000000,147890.000000,58122.000000,95651.000000,179814.000000,370804.000000,96652.000000,239348.000000,268925.000000,102168.000000,1470601.000000,157557.000000,179973.000000,67848.000000,120073.000000,38358.000000,98484.000000,82946.000000,1553121.000000,360782.000000,1944048.000000,208833.000000,319633.000000,73747.000000,219681.000000,184994.000000
195791.000000,226986.000000,84243.000000,65401.000000,95773.000000,613621.000000,179168.000000,95246.000000,170318.000000,188350.000000,91965.000000,188600.000000,148606.000000,137136.000000,78270.000000,104411.000000,27153.000000,78421.000000,77587.000000,200018.000000,174443.000000,208833.000000,910069.000000,179444.000000,72604.000000,162437.000000,619604.000000
320270.000000,424384.000000,214440.000000,55317.000000,205620.000000,160877.000000,590982.000000,122407.000000,393269.000000,238742.000000,88867.000000,346915.000000,155696.000000,289251.000000,103311.000000,88906.000000,36534.000000,75517.000000,72758.000000,337526.000000,3475018.000000,319633.000000,179444.000000,7993553.000000,68408.000000,182179.000000,160288.000000
70123.000000,66440.000000,46497.000000,51010.000000,30426.000000,76795.000000,67413.000000,59656.000000,48201.000000,67204.000000,56350.000000,67613.000000,55768.000000,60147.000000,45258.000000,41102.000000,27482.000000,63496.000000,49305.000000,73123.000000,68258.000000,73747.000000,72604.000000,68408.000000,298818.000000,56966.000000,76400.000000
214382.000000,243144.000000,129097.000000,60425.000000,65996.000000,161509.000000,231127.000000,78341.000000,188562.000000,205700.000000,69675.000000,221394.000000,154185.000000,128911.000000,77113.000000,81047.000000,37376.000000,88146.000000,78333.000000,220481.000000,195454.000000,219681.000000,162437.000000,182179.000000,56966.000000,1174017.000000,167219.000000
193915.000000,199157.000000,85539.000000,63729.000000,96298.000000,649809.000000,178645.000000,104402.000000,163499.000000,168841.000000,92860.000000,183367.000000,149390.000000,123626.000000,73782.000000,108585.000000,36898.000000,75233.000000,80043.000000,188053.000000,193667.000000,184994.000000,619604.000000,160288.000000,76400.000000,167219.000000,847475.000000
